MeasPlan.Name;VF_e_34
prodnum;ABu6ngAxcGLN_qAA
vehiclecode;3
robot.MessplanID;3
text;25.6.22 20:55
MeasPoint.Name;Dimension.Name;Dimension.Value;Dimension.Unit;Dimension.Classification;MeasPlan.Rating;MeasPoint.Nominal;Meas.Date;Meas.Time;Tolerance.Name.0;Tolerance.Lower.0;Tolerance.Upper.0
RF_27R;G;inv.;mm;UNCLASSIFIED;1;0.500;20220713;060944;OK;-0.500;2.000
SW_29R;G;0.000;mm;OK;1;0.500;20220713;060830;OK;-0.500;0.500
SW_27_1R;F;0.413;mm;OK;1;0.000;20220713;060833;OK;-1.000;1.000
SW_27_1R;G;3.949;mm;OK;1;4.000;20220713;060833;OK;-1.000;1.000
SW_27_2R;F;0.776;mm;OK;1;0.000;20220713;060836;OK;-1.000;1.000
SW_27_2R;G;3.909;mm;OK;1;4.000;20220713;060836;OK;-1.000;1.000
SW_25R;G;0.701;mm;OK;1;0.500;20220713;060838;OK;-0.500;0.500
SW_19R;G;1.249;mm;Rejected;1;0.500;20220713;060847;OK;-0.500;0.500
SW_17_1R;F;-0.922;mm;OK;1;0.000;20220713;060850;OK;-1.000;1.000
SW_17_1R;G;4.235;mm;OK;1;4.000;20220713;060850;OK;-1.000;1.000
SW_17_2R;F;0.946;mm;OK;1;0.000;20220713;060852;OK;-1.000;1.000
SW_17_2R;G;3.468;mm;OK;1;4.000;20220713;060852;OK;-1.000;1.000
SW_16R;F;-0.242;mm;OK;1;0.000;20220713;060853;OK;-1.000;1.000
SW_16R;G;3.124;mm;OK;1;4.000;20220713;060853;OK;-2.000;1.000
RF_1_1R;F;0.343;mm;Rejected;1;-1.500;20220713;060859;OK;-1.000;1.000
RF_1_1R;G;inv.;mm;UNCLASSIFIED;1;7.000;20220713;060859;OK;-1.500;1.500
RF_1_2R;F;0.455;mm;Rejected;1;-1.500;20220713;060902;OK;-1.000;1.000
RF_1_2R;G;6.127;mm;OK;1;5.000;20220713;060902;OK;-1.500;1.500
RR_2_1R;F;inv.;mm;UNCLASSIFIED;1;-1.000;20220713;060904;OK;-1.000;1.000
RR_2_1R;G;11.758;mm;Rejected;1;2.000;20220713;060904;OK;-1.000;1.000
RR_2_2R;F;-0.739;mm;OK;1;-1.000;20220713;060906;OK;-1.000;1.000
RR_2_2R;G;2.631;mm;OK;1;2.000;20220713;060906;OK;-1.000;1.000
RR_4R;F;-1.536;mm;OK;1;-1.000;20220713;060907;OK;-1.000;1.000
RR_4R;G;1.741;mm;OK;1;2.000;20220713;060907;OK;-1.000;1.000
RR_6_1R;F;0.211;mm;OK;1;0.500;20220713;060910;OK;-0.500;1.000
RR_6_1R;G;0.000;mm;OK;1;0.500;20220713;060910;OK;-0.500;1.000
RR_6_2R;F;-0.702;mm;Rejected;1;0.500;20220713;060912;OK;-0.500;1.000
RR_6_2R;G;0.000;mm;OK;1;0.500;20220713;060912;OK;-0.500;1.000
RR_9R;G;0.269;mm;OK;1;0.500;20220713;060914;OK;-0.500;0.500
RR_7_1R;G;2.570;mm;OK;1;2.000;20220713;060917;OK;-1.000;1.000
RR_7_2R;G;2.198;mm;OK;1;2.000;20220713;060919;OK;-1.000;1.000
RR_20_4R;G;1.283;mm;OK;1;1.000;20220713;060921;OK;-1.000;1.000
RR_20_1R;G;1.791;mm;OK;1;1.000;20220713;060923;OK;-1.000;1.000
RR_5R;G;5.784;mm;Rejected;1;4.500;20220713;060925;OK;-1.200;1.200
RR_12_1R;F;-3.806;mm;OK;1;-4.000;20220713;060928;OK;-1.200;1.200
RR_12_1R;G;4.188;mm;OK;1;4.500;20220713;060928;OK;-3.000;1.200
RR_12_2R;F;-2.660;mm;Rejected;1;-4.000;20220713;060929;OK;-1.200;1.200
RR_12_2R;G;4.413;mm;OK;1;4.500;20220713;060929;OK;-3.000;1.200
